"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gL7v","a2r69000007lbSJ","a266900000BscIi","06.07.2023","Germany","Springfield","European Region","drg-international.com","DRG International, Inc.","COVID-19 lgM, EIA-6147","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","120.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7y","a2r69000007lbcY","a266900000BscIj","06.07.2023","Germany","Springfield","European Region","drg-international.com","DRG International, Inc.","Dengue-2 IgG ELISA","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","Unspecified","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7u","a2r69000007lbSI","a266900000BscIm","06.07.2023","Germany","Springfield","European Region","drg-international.com","DRG International, Inc.","COVID-19 lgG, EIA-6146","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","120.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL81","a2r69000007lbup","a266900000BscIn","06.07.2023","Turkey","Unknown","European Region","dsbionano.com","DS Bio and Nano Technology Product Tracking Verification Corp.","DS AntijenX","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","98.56","0.00","0.00","99.38","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gKkK","a2r69000007lbuq","a266900000BscIp","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","dxgenco.com","DxGen Corp.","Epithod 616 COVID-19 Ag Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","3.00","Yes","No","Company-Sponsored","No","Antigen","L1: Primary Care","0","0","0","96.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXX","Epithod 616 Analyzer"
"a2v69000004gKkK","a2r69000007lbuq","a266900000BscIq","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","dxgenco.com","DxGen Corp.","Epithod 616 COVID-19 Ag Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","3.00","Yes","No","Company-Sponsored","No","Antigen","L1: Primary Care","150","50","100","98.00","89.50","99.70","99.00","94.60","99.80","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXX","Epithod 616 Analyzer"
"a2v69000004gKkJ","a2r69000007lbDw","a266900000BscIr","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","dxgenco.com","DxGen Corp.","Epithod SARS-CoV-2 qAg Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","ELISA/EIA","","Colorimetric","Cartridge-based processing","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","3.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","150","50","100","96.00","86.50","98.90","100.00","96.30","100.00","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXX","Epithod 616 Analyzer"
"a2v69000004gKkI","a2r69000007lbQo","a266900000BscIs","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","dxgenco.com","DxGen Corp.","Epithod 616 COVID-19 IgM/IgG Test Kit","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","korea export only","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L1: Primary Care","0","0","0","95.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXX","Epithod 616 Analyzer"
"a2v69000004gKk6","a2r69000007lbAv","a266900000BscIu","06.07.2023","United States","Somerville","Region of the Americas","dxlab.bio","DxLab","DxLab COVID-19 Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","M gene; S gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","25.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","86.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019JzA","DxHub instrument"
"a2v69000004gL88","a2r69000007lbSU","a266900000BscIv","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCOV IgM Antibody kit (ELISA)","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Philippines FDA","Philippines","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL87","a2r69000007lbST","a266900000BscIw","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCOV IgG Antibody kit (ELISA)","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Philippines FDA","Philippines","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL89","a2r69000007lbTS","a266900000BscIx","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","Dynamiker SARS-CoV-2 Ag Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","2021","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Antigen-based detection","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","10.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","519","119","400","93.28","87.29","96.55","99.00","97.46","99.61","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8B","a2r69000007lb8f","a266900000BscIy","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","Dynamiker SARS-CoV-2 Ag Rapid Test (Saliva)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","Not applicable","","10.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","330","114","216","92.98","86.76","96.40","99.07","96.69","99.75","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscIz","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","141","13","128","28.69","4.97","75.57","95.31","90.15","97.83","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ0","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","141","13","128","23.08","7.63","52.16","97.66","93.34","99.20","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ1","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","141","13","128","28.69","4.97","75.57","95.31","90.15","97.83","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ2","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","143","15","128","73.33","46.69","89.62","95.31","90.15","97.83","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ3","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","143","15","128","66.67","40.60","85.40","97.66","93.34","99.20","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ4","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","143","15","128","73.33","46.69","89.62","95.31","90.15","97.83","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL8A","a2r69000007lbTn","a266900000BscJ5","06.07.2023","China","Tianjin","Western Pacific Region","en.dynamiker.com","Dynamiker Biotechnology (Tianjin) Co., Ltd.","2019-nCoV IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","198","70","128","89.68","68.52","97.20","95.31","90.15","97.83","Victoria Aroworade","Victoria Aroworade","",""
